run_id,suite_id,suite_version,suite_hash,model_id,provider,task_id,title,category,prompt,status,score,latency_ms,input_tokens,output_tokens,total_tokens,estimated_cost_usd,error,output
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,research-conflicting-evidence,Research under conflicting evidence,Research,"Analise duas evidências conflitantes sobre uma decisão de busca corporativa. Separe fatos de inferências, explicite incerteza, indique o que ainda precisa ser verificado e recomende o próximo experimento. Não invente fontes.",partial,0.5,272044.82,,,,,,"Há um contexto sintético correspondente no workspace; usei somente ele, não respostas anteriores de modelos: [suite.json:18](</Users/felipedomingues/Documents/Dom Labs AI/benchmarks/suites/heavy-user-ptbr/v0.1/suite.json:18>).

**Fatos**

- **[Fonte A]**: em 600 consultas corporativas, a busca híbrida teve recall@10 **14% maior** que dense-only, sobretudo com nomes próprios, códigos e siglas. Não mediu factualidade nem removeu duplicatas.
- **[Fonte B]**: em um piloto sintético de FAQ, dense-only reduziu a latência mediana em **32%** e teve precisão@5 semelhante em perguntas curtas. Falhou mais com IDs exatos, negações e filtros departamentais. O corpus tinha **40% de documentos duplicados**.

**Inferências**

- O conflito é principalmente de objetivo e contexto: híbrida favorece cobertura; dense-only favorece latência em FAQs curtas.
- A híbrida é o candidato mais seguro para busca corporativa geral e consultas exatas, mas o ganho de recall não prova respostas mais factuais.
- Dense-only pode ser adequado para FAQs curtas, porém sua precisão está difícil de interpretar por causa das duplicatas.
- O efeito das duplicatas pode favorecer ou prejudicar qualquer estratégia; sua direção não foi medida.

**Incerteza e verificações necessárias**

Ainda faltam: comparação no mesmo corpus e nas mesmas consultas; efeito da deduplicação; latência e custo da híbrida; factualidade/grounding das respostas; métricas de incerteza, como intervalos de confiança. A superioridade da híbrida em IDs, negações e filtros é apenas sugerida, não quantificada.

**Próximo experimento**

Executaria um A/B pareado, no mesmo corpus, com:

- híbrida vs. dense-only;
- corpus deduplicado como condição principal e corpus original como análise de sensibilidade;
- consultas estratificadas por FAQ curta, nome/código/sigla, ID exato, negação e filtro departamental;
- recall@10, precisão@5, latência p50/p95, custo por consulta, taxa de grounding e avaliação humana de respostas.

**Recomendação provisória:** usar busca híbrida como baseline geral e testar dense-only apenas como rota especializada para FAQs curtas. Confiança baixa para generalização, mas suficiente para priorizar esse experimento."
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,document-version-compare,Document version comparison,Documents,"Compare duas versões de um brief operacional. Retorne somente JSON válido com versao_a, versao_b, mudancas, conflitos e rastreabilidade. Diferencie mudança de texto, mudança de prazo e conflito não resolvido.",pass,1.0,28730.92,,,,,,"{""versao_a"":null,""versao_b"":null,""mudancas"":{""texto"":[],""prazo"":[]},""conflitos"":[],""rastreabilidade"":{""status"":""aguardando as duas versões"",""acao"":""Envie a versão A e a versão B para comparação.""}}"
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,launch-plan-dependencies,Launch plan with dependencies,Planning,"Monte um plano de lançamento em duas semanas para uma equipe pequena. Inclua dependências, owners, riscos priorizados, critérios de saída e próximos passos. Mostre o que deve ser confirmado antes de qualquer compromisso externo.",pass,1.0,200498.07,,,,,,"Assumo que o alvo é o go-live comercial do AgentPack/MVP, com uma equipe de quatro pessoas e lançamento controlado. D1 significa o primeiro dia do plano.

## Gate obrigatório antes de qualquer compromisso externo

Não prometer data, preço, piloto, SLA, integração, campanha ou volume antes de confirmar:

| Item | Evidência necessária | Owner |
|---|---|---|
| Escopo da oferta | Incluído, excluído, público-alvo, limites e critérios de sucesso | Launch Lead |
| Fluxo principal | Cadastro, onboarding, ativação e ação central testados ponta a ponta | Tech Lead |
| Pagamento, se aplicável | Checkout, aprovação, falha, cancelamento, reembolso e webhook validados em produção | Tech/Ops |
| Dependências externas | Domínio, credenciais, provedores, quotas, e-mails e integrações disponíveis | Tech/Ops |
| Legal e privacidade | Termos, privacidade/LGPD, consentimento, retenção e tratamento de dados revisados | Legal/Finance |
| Capacidade operacional | Suporte, plantão, escala máxima do piloto e canal de escalonamento definidos | GTM/CS |
| Economia | Custo por cliente/uso, preço, margem, taxas e política de crédito/reembolso | Launch/Finance |
| Medição | Eventos, dashboard, baseline e métricas de sucesso definidos | Product/Growth |
| Contingência | Rollback, fallback manual, comunicação de incidente e regra de adiamento | Launch/Tech |

Cada item precisa ter owner, status, evidência e aprovação. Se um item estiver pendente, usar apenas linguagem condicional — sem compromisso firme.

## Plano de 14 dias

| Dia | Entrega principal | Owner | Dependências |
|---|---|---|---|
| D1 | Definir oferta, público, escopo, métricas e autoridade de go/no-go | Launch Lead | Briefing e decisão de posicionamento |
| D2 | Auditar produção, credenciais, pagamentos, domínio, analytics e suporte | Tech/Ops | Acessos e contas de produção |
| D3–D4 | Fechar o caminho crítico: onboarding, ativação, cobrança e tratamento de erros | Tech Lead | Escopo congelado e critérios de aceite |
| D5 | Rodar alpha interno com matriz de testes positivos e negativos | Product/QA | Ambiente estável e dados de teste |
| D6 | Corrigir P0/P1, revisar segurança, privacidade, termos e mensagens | Tech + Legal | Resultados do alpha |
| D7 | Go/no-go intermediário e congelamento de escopo | Launch Lead | Gate pré-compromisso aprovado |
| D8–D9 | Piloto fechado com 3–5 usuários, suporte acompanhado e feedback estruturado | GTM/CS | Usuários convidados sob termos de beta |
| D10 | Corrigir bloqueios do piloto, ajustar onboarding e finalizar runbook | Tech/Product | Feedback e métricas do piloto |
| D11 | Ensaiar lançamento: deploy, comunicação, suporte, incidente e rollback | Launch/Tech | Release candidate |
| D12 | Regressão final, validação de custos e aprovação comercial | Launch/Finance | Evidências completas |
| D13 | Lançamento canário com volume limitado e plantão ativo | Tech/CS | Go/no-go final |
| D14 | Avaliar expansão, manutenção do limite ou rollback | Launch Lead | Métricas do canário |

## Owners

- Launch Lead: escopo, decisões, calendário, compromissos e go/no-go.
- Tech Lead: produto, deploy, integrações, observabilidade e rollback.
- Product/Design/QA: critérios de aceite, testes, UX e feedback.
- GTM/CS: público, mensagem, onboarding, suporte e comunicação.
- Legal/Finance: termos, privacidade, cobrança, reembolso e economia.

Uma pessoa pode acumular papéis, mas cada entrega deve ter um único owner responsável.

## Riscos priorizados

| Prioridade | Risco | Mitigação | Owner |
|---|---|---|---|
| P0 | Fluxo principal falha em produção | Teste ponta a ponta, canário, feature flag e rollback ensaiado | Tech |
| P0 | Dependência de pagamento, autenticação ou provedor indisponível | Validar produção, quotas, webhooks e fallback manual | Tech/Ops |
| P0 | Problema de privacidade, segurança ou termos | Revisão antes do piloto e nenhum dado real sem controles aprovados | Legal/Tech |
| P0 | Mudança contínua de escopo | Congelar escopo no D7; novas ideias entram no pós-lançamento | Launch |
| P1 | Suporte insuficiente ou incidentes sem owner | Plantão, runbook, canal único e limites explícitos do beta | GTM/CS |
| P1 | Custo de IA/infraestrutura acima do previsto | Limites de uso, alertas de orçamento e medição por cliente | Finance/Tech |
| P1 | Analytics incompleto | Instrumentar eventos antes do piloto e validar dados manualmente | Product |
| P1 | Baixa ativação ou mensagem inadequada | Piloto pequeno, entrevistas rápidas e revisão de onboarding | GTM/Product |

## Critérios de saída

O lançamento pode avançar quando:

- Não há P0 aberto nem P1 sem mitigação aceita.
- 100% dos fluxos críticos passam nos testes definidos.
- Deploy, monitoramento, alertas e rollback foram testados.
- Termos, privacidade, cobrança e política de reembolso estão aprovados.
- Existe suporte escalável para o volume prometido.
- O piloto atingiu as métricas mínimas definidas no D1.
- Há um owner de plantão durante a janela de lançamento.
- O custo máximo e o limite de usuários estão explícitos.
- O Launch Lead registra formalmente a decisão `Go`.

Se qualquer critério falhar, a decisão é `Go limitado` ou `No-go`; o escopo deve ser reduzido ou a data adiada.

## Próximos passos

Nas próximas 24 horas:

1. Nomear os owners e substitutos.
2. Preencher o Gate de compromisso externo com evidências.
3. Definir o limite do canário e as métricas mínimas.
4. Listar todos os P0/P1 atuais.
5. Criar um registro único com `item | owner | status | evidência | prazo | decisão`.
6. Marcar o go/no-go intermediário do D7 e o final do D12.
7. Não enviar convites, propostas ou datas firmes até o Gate estar verde.

Não criei um job na Velt neste turno; aguardo sua confirmação e um `project_id` validado para isso."
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,cohort-analysis,Cohort analysis under uncertainty,Data,"Analise uma tabela sintética de retenção por coorte e retorne somente JSON válido com metodo, resultado, hipotese, recomendacao e limitacoes. Não transforme correlação em causalidade.",pass,1.0,191900.07,,,,,,"{""metodo"":{""tipo"":""Comparacao descritiva entre coortes"",""calculos"":""Diferencas em pontos percentuais entre coortes, usando D7 e D30 como indicadores principais; nenhuma inferencia causal foi feita.""},""resultado"":{""D1"":""100% em todas as coortes, portanto nao diferencia os periodos."",""melhor_coorte"":""Abr/2026, com 51% em D7 e 29% em D30."",""pior_coorte"":""Mar/2026, com 39% em D7 e 18% em D30."",""diferencas_pontos_percentuais"":{""Fev_vs_Jan"":{""D7"":6,""D30"":5},""Mar_vs_Fev"":{""D7"":-9,""D30"":-8},""Abr_vs_Mar"":{""D7"":12,""D30"":11},""Abr_vs_Jan"":{""D7"":9,""D30"":8}},""leitura"":""A retencao melhorou de janeiro para fevereiro, caiu em marco e recuperou em abril. A queda de marco coincide com a mudanca de onboarding, enquanto a melhora de abril coincide com mudancas adicionais no canal de aquisicao.""},""hipotese"":{""enunciado"":""Controlando canal de aquisicao e perfil de usuario, o onboarding alterado modifica a retencao D7 e D30 em relacao ao onboarding anterior."",""teste"":""Executar experimento A/B randomizado no mesmo periodo, estratificado por canal e perfil, estimando as diferencas em D7 e D30 com intervalos de confianca.""},""recomendacao"":{""acao"":""Tratar os padroes como sinais descritivos e nao atribuir a queda ou a melhora a uma mudanca isolada."",""proximos_passos"":[""Comparar onboarding antigo e novo sob randomizacao."",""Controlar e analisar separadamente o canal de aquisicao e o mix de usuarios."",""Verificar instrumentacao, maturidade da coorte e consistencia da definicao de retencao antes de decidir por rollback ou expansao.""]},""limitacoes"":[""Nao houve randomizacao nem grupo de controle."",""A mudanca de onboarding e a variacao entre coortes podem estar confundidas com sazonalidade ou composicao dos usuarios."",""A mudanca de canal de aquisicao em abril impede atribuir sua melhora ao onboarding."",""A tabela contem apenas quatro coortes e percentuais agregados, sem dados individuais, intervalos de confianca ou significancia estatistica."",""D1 igual a 100% pode indicar saturacao ou uma definicao que nao captura abandono inicial."",""Os resultados nao demonstram causalidade nem permitem extrapolar para retencao de longo prazo.""]}"
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,code-bug-regression,Code bug with safe regression,Code,"Você recebeu um worker TypeScript com timeout intermitente. Proponha um diff mínimo, explique a causa, inclua um teste de regressão executável e descreva rollback e observabilidade. Não reescreva o módulo inteiro.",partial,0.5,371140.27,,,,,,"O problema é uma race de agendamento: `timedOut` só vira `true` quando o callback de `setTimeout` executa. Uma Promise pode resolver após o deadline, mas antes da fase de timers; nesse intervalo o código cancela o timer e aceita a resposta.

O artefato local é `worker.mjs` (não `.ts`), então o diff mínimo seria:

```diff
diff --git a/worker-timeout/worker.mjs b/worker-timeout/worker.mjs
@@
+import { performance } from 'node:perf_hooks';
+
 const TIMEOUT_MS = Number(process.env.WORKER_TIMEOUT_MS ?? 50);
@@
 export async function runJob(fetchFn) {
   const controller = new AbortController();
+  const deadline = performance.now() + TIMEOUT_MS;
   let timedOut = false;
@@
     const res = await fetchFn({ signal: controller.signal });
     clearTimeout(timer);
-    if (timedOut) throw new TimeoutError(`job exceeded ${TIMEOUT_MS}ms`);
+    if (timedOut || performance.now() >= deadline) {
+      throw new TimeoutError(`job exceeded ${TIMEOUT_MS}ms`);
+    }
     return await res.json();
```

Teste de regressão a acrescentar em [`worker.test.mjs`](/Users/felipedomingues/Documents/Dom%20Labs%20AI/worker-timeout/worker.test.mjs):

```diff
+test('rejects a response observed after the deadline before the timers phase', async () => {
+  const previousTimeout = process.env.WORKER_TIMEOUT_MS;
+  process.env.WORKER_TIMEOUT_MS = '0';
+
+  try {
+    const {
+      runJob: runJobWithZeroTimeout,
+      TimeoutError: ZeroTimeoutError,
+    } = await import(`./worker.mjs?deadline-regression=${Date.now()}`);
+
+    await assert.rejects(
+      () =>
+        runJobWithZeroTimeout(async () => ({
+          json: async () => ({ ok: true }),
+        })),
+      ZeroTimeoutError,
+    );
+  } finally {
+    if (previousTimeout === undefined) {
+      delete process.env.WORKER_TIMEOUT_MS;
+    } else {
+      process.env.WORKER_TIMEOUT_MS = previousTimeout;
+    }
+  }
+});
```

Executar:

```bash
node --test worker-timeout/worker.test.mjs
```

O código atual retorna `{""ok"":true}` nesse caso; após o patch, os quatro testes devem passar.

Não movi `clearTimeout` para depois de `res.json()`, pois o teste existente estabelece que o timeout cobre a obtenção da resposta, não necessariamente a leitura do corpo.

Rollback: reverter somente o commit desse patch, preservando as alterações locais não relacionadas. Não há migração nem mudança de estado persistente.

Observabilidade mínima:

- métrica `worker_job_timeout_total{reason=""deadline""}`;
- histograma de duração por resultado: `success`, `timeout`, `error`;
- log estruturado com `elapsed_ms`, `timeout_ms`, fase e correlation/job ID;
- alerta comparando taxa de timeout e p95/p99 antes e depois do rollout, sem registrar payloads."
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,executive-delay-email,Executive delay communication,Communication,"Escreva um email curto para uma equipe multifuncional comunicando um atraso de dois dias. Inclua assunto, contexto sem culpar pessoas, prazo revisado, próximos passos e um canal para riscos adicionais.",pass,1.0,28430.5,,,,,,"**Assunto:** Atualização de prazo — entrega adiada em dois dias

Olá, equipe,

Identificamos a necessidade de mais dois dias para concluir a entrega com a qualidade esperada. O novo prazo é **[data revisada]**.

Nos próximos passos, vamos finalizar os itens pendentes, validar o resultado e compartilhar uma atualização até **[data]**. Caso surjam novos riscos ou impactos, por favor, sinalizem no canal **[nome/link do canal]**.

Obrigado pela compreensão."
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,long-context-exceptions,Long-context exception handling,Long context,"Leia um pacote de documentos com regras gerais e exceções. Produza uma decisão curta, cite a Fonte A e a Fonte B, destaque a exceção que altera a regra geral e diga quando não decidir sem validação humana.",pass,1.0,122701.77,,,,,,"**Decisão:** O rollout é permitido após revisão do owner, conforme a regra geral da **Fonte A**. Porém, para dados de clientes regulados, a **Fonte B** estabelece uma exceção: a aprovação jurídica deve ocorrer antes do rollout, alterando a ordem normal.

Não decidir nem prometer o rollout enquanto a jurisdição não estiver confirmada e registrada; nesse caso, exigir validação humana responsável."
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,structured-extraction,Structured extraction with abstention,Structured output,"Extraia entidades de um pedido operacional e retorne somente JSON válido com classificacao, campos e confianca. Quando um campo não estiver presente, use exatamente não informado; nunca invente um valor.",pass,1.0,18666.38,,,,,,"{""classificacao"":""não é um pedido operacional"",""campos"":{""pedido"":""não informado""},""confianca"":1.0}"
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,safe-automation-plan,Safe automation with confirmation,Safe automation,"Desenhe um plano para automatizar uma alteração de cadastro. Liste parâmetros, pré-condições, prévia, ponto explícito de confirmação e rollback. A resposta deve ser um plano; não execute nenhuma ação.",partial,0.5,109837.86,,,,,,"# Plano de automação segura para alteração de cadastro

Plano genérico, pois o sistema, entidade e campos ainda não foram especificados. Nenhuma ação será executada nesta etapa.

## 1. Parâmetros

| Parâmetro | Descrição |
|---|---|
| `ambiente` | Desenvolvimento, homologação ou produção |
| `sistema_origem` | Sistema/API/banco responsável pelo cadastro |
| `entidade` | Cliente, paciente, funcionário, fornecedor etc. |
| `identificador` | ID imutável do cadastro; não usar apenas nome ou e-mail |
| `campos_permitidos` | Lista explícita de campos que podem ser alterados |
| `valores_atuais` | Valores lidos antes da alteração |
| `novos_valores` | Valores solicitados |
| `motivo` | Justificativa da alteração |
| `solicitante` | Usuário ou processo que iniciou a solicitação |
| `aprovador` | Usuário autorizado a confirmar |
| `idempotency_key` | Chave para impedir aplicação duplicada |
| `modo` | Sempre iniciar em `prévia`; execução somente após confirmação |
| `limite_de_erro` | Percentual ou quantidade máxima de falhas toleradas |
| `janela_de_execução` | Data, horário e fuso autorizados |
| `retenção_do_snapshot` | Prazo para manter os valores anteriores |
| `estratégia_de_rollback` | Restauração transacional ou ação compensatória |

## 2. Pré-condições

A automação só poderá avançar se:

1. O ambiente e a entidade estiverem definidos.
2. O cadastro for localizado por identificador único.
3. O solicitante e o aprovador tiverem autorização compatível.
4. Os campos estiverem em uma lista permitida.
5. Os novos valores passarem por validações de formato, obrigatoriedade, unicidade e regras de negócio.
6. Não existir alteração concorrente; usar versão, `updated_at` ou `ETag`.
7. O snapshot dos valores anteriores puder ser preservado.
8. A operação for auditável, com correlação, motivo, usuário e timestamp.
9. Dados sensíveis forem mascarados na prévia e nos logs.
10. Se houver rastreamento operacional, o `project_id` correspondente estiver validado antes de qualquer futura execução ou criação de job.

Falhas em qualquer pré-condição devem gerar o estado `BLOQUEADO`, sem alteração.

## 3. Fluxo proposto

1. Receber a solicitação estruturada.
2. Validar parâmetros e permissões.
3. Consultar o cadastro em modo somente leitura.
4. Criar um snapshot dos valores atuais.
5. Calcular o diff entre estado atual e estado desejado.
6. Executar todas as validações sem persistir mudanças.
7. Gerar a prévia.
8. Aguardar confirmação explícita.
9. Invalidar a prévia se qualquer parâmetro mudar ou se ela expirar.
10. Após confirmação, aplicar a alteração de forma idempotente e auditada.
11. Executar verificações pós-alteração.
12. Finalizar como `CONCLUÍDO` ou iniciar rollback.

## 4. Prévia obrigatória

A prévia deve apresentar:

- cadastro identificado, com dados sensíveis mascarados;
- campos que serão alterados;
- valor anterior e novo valor, quando permitido;
- quantidade de registros afetados;
- validações aprovadas e pendências;
- impactos ou dependências conhecidas;
- riscos e avisos;
- janela de execução;
- validade da prévia;
- identificador da operação;
- hash da proposta;
- plano de rollback disponível.

Exemplo:

```text
Operação: ALT-2026-0001
Ambiente: homologação
Entidade: cliente
Registros afetados: 1
Alterações:
  telefone: [mascarado] -> [mascarado]
  endereço: valor atual -> novo valor validado
Validações: aprovadas
Rollback: snapshot ALT-2026-0001 disponível
Expiração da prévia: 30 minutos
```

## 5. Ponto explícito de confirmação

A execução deve parar no estado `AGUARDANDO_CONFIRMAÇÃO`.

A confirmação deve:

- ocorrer depois da prévia;
- ser realizada por usuário autorizado;
- referenciar o ID e o hash da operação;
- repetir o escopo e a quantidade de registros;
- ter validade limitada;
- ser invalidada se houver qualquer mudança na proposta.

Texto sugerido:

> Confirmo a alteração `ALT-2026-0001`, exatamente conforme a prévia apresentada, incluindo os campos, valores, registros e ambiente indicados. Autorizo a execução.

Respostas vagas, silêncio, visualização da prévia ou confirmação de outra operação não devem autorizar a execução.

## 6. Execução controlada

Após a confirmação:

- revalidar permissões e versão do cadastro;
- verificar novamente o `hash` da proposta;
- aplicar somente os campos permitidos;
- usar transação quando disponível;
- processar lotes pequenos, se houver múltiplos registros;
- interromper ao atingir o `limite_de_erro`;
- registrar cada alteração e seu resultado;
- executar verificações pós-condição.

## 7. Rollback

O rollback deve ser acionado quando ocorrer:

- falha de validação pós-alteração;
- conflito de versão;
- erro acima do limite definido;
- alteração parcial inconsistente;
- violação de regra de negócio;
- solicitação manual autorizada;
- incidente detectado durante a janela de observação.

Procedimento:

1. Suspender novas alterações da mesma operação.
2. Localizar o snapshot correspondente.
3. Restaurar apenas os campos modificados.
4. Usar controle de versão para não sobrescrever alterações posteriores legítimas.
5. Registrar o rollback como uma nova operação auditável.
6. Validar novamente o cadastro restaurado.
7. Notificar o responsável se a restauração falhar.
8. Marcar como `ROLLBACK_CONCLUÍDO` ou `ROLLBACK_FALHO`.

Se não houver rollback técnico completo, o plano deve definir previamente ações compensatórias e o responsável pela recuperação manual.

## 8. Estados da operação

```text
RASCUNHO
  -> PRÉVIA_GERADA
  -> AGUARDANDO_CONFIRMAÇÃO
  -> CONFIRMADA
  -> EM_EXECUÇÃO
  -> VALIDADA
  -> CONCLUÍDA

Falha em qualquer etapa:
  -> BLOQUEADA
  -> ROLLBACK_NECESSÁRIO
  -> ROLLBACK_CONCLUÍDO ou ROLLBACK_FALHO
```

Resultado esperado: nenhuma alteração ocorre antes da confirmação explícita, toda mudança possui snapshot e auditoria, e existe um caminho definido para interromper e restaurar o estado anterior."
codex-gpt-5.6-luna-max-heavy-user-ptbr-v02,dhevals-heavy-user-ptbr,0.2.0,ed4c29f2c37b9cb0a1a47ce0607af2c757dcd964495ecd8b35060f183cef4cf9,codex/gpt-5.6-luna,codex,critical-review-audit,Critical review of an AI deliverable,Critical review,"Audite uma entrega de IA antes de ela ser enviada ao cliente. Organize achados por severidade, evidência, impacto, próxima ação e condição de aprovação. Diferencie erro factual, lacuna de contexto e melhoria opcional.",pass,1.0,63746.95,,,,,,"Posso fazer. Ainda falta a entrega a ser auditada — envie o texto, arquivo ou link, junto do briefing, critérios de aceite e fontes consideradas verdadeiras.

Vou retornar os achados neste formato:

| Severidade | Tipo | Evidência | Impacto | Próxima ação | Condição de aprovação |
|---|---|---|---|---|---|
| Bloqueador / Alto / Médio / Baixo | Erro factual, lacuna de contexto ou melhoria opcional | Trecho ou referência verificável | Risco para cliente, decisão ou credibilidade | Correção necessária | Aprovar, aprovar com ressalvas ou bloquear |

Critérios:

- **Erro factual:** afirmação falsa ou contradita pela fonte.
- **Lacuna de contexto:** informação ausente que pode levar a interpretação ou uso inadequado.
- **Melhoria opcional:** ajuste de clareza, estilo ou qualidade que não impede o envio.

Também confirmo: deseja que eu crie um job na Velt para este assunto antes de começarmos?"
